r_t,a_t,s_t,s_t_p_1,id_simulation
-1.6781526610508892,"(3, 1)","(3, 4)","(4, 4)",247
-3.0839832819024706,"(2, 3)","(4, 4)","(4, 5)",247
-1.0,"(0, 4)","(4, 5)","(4, 5)",247
-5.027167778505572,"(1, 2)","(4, 5)","(3, 5)",247
-5.586710732567614,"(1, 3)","(3, 5)","(3, 6)",247
-1.0,"(0, 4)","(3, 6)","(3, 6)",247
-1.0,"(0, 2)","(3, 6)","(3, 6)",247
-2.2712525853397887,"(2, 1)","(3, 6)","(4, 6)",247
-4.230441518424049,"(1, 3)","(4, 6)","(4, 7)",247
-4.607653884198327,"(1, 1)","(4, 7)","(5, 7)",247
-4.602047794501889,"(1, 3)","(5, 7)","(5, 8)",247
-1.8243362688960632,"(3, 1)","(5, 8)","(6, 8)",247
-3.6424534418052383,"(1, 1)","(6, 8)","(7, 8)",247
-1.5856868744051178,"(3, 4)","(7, 8)","(7, 7)",247
-4.254343292212614,"(1, 1)","(7, 7)","(8, 7)",247
-2.3785303116076766,"(2, 2)","(8, 7)","(7, 7)",247
-1.8212267209026192,"(2, 3)","(7, 7)","(7, 8)",247
-2.7043282779381306,"(2, 3)","(7, 8)","(7, 9)",247
-1.0,"(0, 1)","(7, 9)","(7, 9)",247
-3.6424534418052383,"(1, 4)","(7, 9)","(7, 8)",247
-1.0,"(0, 4)","(7, 8)","(7, 8)",247
-4.757060623215353,"(1, 4)","(7, 8)","(7, 7)",247
-1.4842486605236094,"(3, 2)","(7, 7)","(6, 7)",247
-4.771083184334749,"(1, 4)","(6, 7)","(6, 6)",247
-2.59693307122607,"(2, 2)","(6, 6)","(5, 6)",247
-1.535884628066109,"(3, 3)","(5, 6)","(5, 7)",247
-1.0,"(0, 1)","(5, 7)","(5, 7)",247
-2.1152207592120247,"(2, 2)","(5, 7)","(4, 7)",247
-4.626051519495742,"(1, 3)","(4, 7)","(4, 8)",247
-6.073608962262444,"(1, 3)","(4, 8)","(4, 9)",247
-1.0,"(0, 2)","(4, 9)","(4, 9)",247
-2.313025759747871,"(2, 4)","(4, 9)","(4, 8)",247
-1.5340159315006296,"(3, 1)","(4, 8)","(5, 8)",247
-1.0,"(0, 4)","(5, 8)","(5, 8)",247
-2.6542589319979313,"(2, 3)","(5, 8)","(5, 9)",247
-1.5370138988231938,"(3, 1)","(5, 9)","(6, 9)",247
-5.473008806688189,"(1, 4)","(6, 9)","(6, 8)",247
-2.305520848234791,"(2, 3)","(6, 8)","(6, 9)",247
-5.308517863995863,"(1, 2)","(6, 9)","(5, 9)",247
-1.48002530415736,"(3, 4)","(16, 4)","(16, 3)",248
-3.059364793915425,"(2, 4)","(16, 3)","(16, 2)",248
-2.4688371844691317,"(2, 2)","(16, 2)","(15, 2)",248
-3.059364793915425,"(2, 1)","(15, 2)","(16, 2)",248
-2.4688371844691317,"(2, 2)","(16, 2)","(15, 2)",248
-1.0,"(0, 4)","(15, 2)","(15, 2)",248
-1.0,"(0, 3)","(15, 2)","(15, 2)",248
-1.0,"(0, 2)","(15, 2)","(15, 2)",248
-1.0,"(0, 2)","(15, 2)","(15, 2)",248
-1.9744176094851966,"(3, 2)","(15, 2)","(14, 2)",248
-1.6910384809542585,"(3, 3)","(14, 2)","(14, 3)",248
-1.9744176094851966,"(3, 4)","(14, 3)","(14, 2)",248
-1.0,"(0, 1)","(14, 2)","(14, 2)",248
-5.073115442862775,"(1, 3)","(14, 2)","(14, 3)",248
-5.26735430730051,"(1, 1)","(14, 3)","(15, 3)",248
-4.44007591247208,"(1, 1)","(15, 3)","(16, 3)",248
-5.26735430730051,"(1, 2)","(16, 3)","(15, 3)",248
-4.937674368938263,"(1, 4)","(15, 3)","(15, 2)",248
-2.35778239023994,"(2, 4)","(15, 2)","(15, 1)",248
-2.1050697778136946,"(2, 4)","(15, 1)","(15, 0)",248
-2.35778239023994,"(2, 3)","(15, 0)","(15, 1)",248
-3.2938151812187515,"(2, 2)","(15, 1)","(14, 1)",248
-4.71556478047988,"(1, 1)","(14, 1)","(15, 1)",248
-4.210139555627389,"(1, 4)","(15, 1)","(15, 0)",248
-1.5718549268266269,"(3, 3)","(15, 0)","(15, 1)",248
-1.4033798518757965,"(3, 4)","(15, 1)","(15, 0)",248
-4.571872474599675,"(1, 2)","(15, 0)","(14, 0)",248
-1.4033798518757965,"(3, 1)","(14, 0)","(15, 0)",248
-1.0,"(0, 3)","(15, 0)","(15, 0)",248
-1.0,"(0, 3)","(15, 0)","(15, 0)",248
-40.0,"(2, 4)","(15, 0)","(15, 0)",248
-4.154194368322559,"(1, 1)","(15, 0)","(16, 0)",248
-1.1470157828276375,"(3, 3)","(16, 0)","(16, 1)",248
-2.03957652927695,"(3, 3)","(16, 1)","(16, 2)",248
-2.3590922394640894,"(2, 1)","(16, 2)","(17, 2)",248
-3.059364793915425,"(2, 2)","(17, 2)","(16, 2)",248
-2.22003795623604,"(2, 3)","(16, 2)","(16, 3)",248
-2.4893975436517817,"(2, 3)","(16, 3)","(16, 4)",248
-1.48002530415736,"(3, 4)","(16, 4)","(16, 3)",248
-2.4295125771930826,"(2, 1)","(16, 3)","(17, 3)",248
-4.718184478928179,"(1, 4)","(17, 3)","(17, 2)",248
-3.059364793915425,"(2, 2)","(17, 2)","(16, 2)",248
-1.0,"(0, 1)","(16, 2)","(16, 2)",248
-1.0,"(0, 3)","(16, 2)","(16, 2)",248
-2.3590922394640894,"(2, 1)","(16, 2)","(17, 2)",248
-2.3687356298019875,"(2, 1)","(17, 2)","(18, 2)",248
-1.0,"(0, 4)","(18, 2)","(18, 2)",248
-5.307464248262899,"(1, 4)","(18, 2)","(18, 1)",248
-2.3687356298019875,"(2, 3)","(18, 1)","(18, 2)",248
-5.307464248262899,"(1, 4)","(18, 2)","(18, 1)",248
-1.4101471728080164,"(3, 1)","(3, 7)","(4, 7)",249
-1.0,"(0, 1)","(4, 7)","(4, 7)",249
-4.781514623669986,"(1, 2)","(4, 7)","(3, 7)",249
-1.0,"(0, 1)","(3, 7)","(3, 7)",249
-1.0,"(0, 4)","(3, 7)","(3, 7)",249
-1.866778025235717,"(2, 3)","(3, 7)","(3, 8)",249
-2.9350031643202046,"(2, 2)","(3, 8)","(2, 8)",249
-4.727051956320012,"(1, 4)","(2, 8)","(2, 7)",249
-1.0,"(0, 2)","(2, 7)","(2, 7)",249
-1.5839266489317865,"(3, 4)","(2, 7)","(2, 6)",249
-1.0,"(0, 4)","(2, 6)","(2, 6)",249
-2.363525978160006,"(2, 3)","(2, 6)","(2, 7)",249
-3.038520482316,"(2, 2)","(2, 7)","(1, 7)",249
-4.727051956320012,"(1, 1)","(1, 7)","(2, 7)",249
-6.077040964632,"(1, 2)","(2, 7)","(1, 7)",249
-1.6210097069212714,"(3, 2)","(1, 7)","(0, 7)",249
-6.077040964632,"(1, 1)","(0, 7)","(1, 7)",249
-1.0,"(0, 4)","(1, 7)","(1, 7)",249
-1.0,"(0, 4)","(1, 7)","(1, 7)",249
-4.616451658390267,"(1, 4)","(1, 7)","(1, 6)",249
-4.6905027971039654,"(1, 4)","(17, 13)","(17, 12)",250
-1.7385322407423016,"(3, 3)","(17, 12)","(17, 13)",250
-2.15371681569738,"(3, 3)","(17, 13)","(17, 14)",250
-1.7385322407423016,"(3, 4)","(17, 14)","(17, 13)",250
-1.0,"(0, 2)","(17, 13)","(17, 13)",250
-1.710205598385345,"(2, 1)","(17, 13)","(18, 13)",250
-1.7385322407423016,"(3, 2)","(18, 13)","(17, 13)",250
-1.710205598385345,"(2, 1)","(17, 13)","(18, 13)",250
-2.499961940957596,"(2, 1)","(18, 13)","(19, 13)",250
-3.42041119677069,"(1, 2)","(19, 13)","(18, 13)",250
-2.454148738770966,"(2, 3)","(18, 13)","(18, 14)",250
-1.0,"(0, 1)","(18, 14)","(18, 14)",250
-4.4722277774965615,"(1, 1)","(18, 14)","(19, 14)",250
-60.0,"(3, 1)","(19, 14)","(19, 14)",250
-2.454148738770966,"(2, 2)","(19, 14)","(18, 14)",250
-6.46115044709214,"(1, 2)","(18, 14)","(17, 14)",250
-2.6077983611134523,"(2, 4)","(17, 14)","(17, 13)",250
-2.15371681569738,"(3, 3)","(17, 13)","(17, 14)",250
-4.908297477541932,"(1, 1)","(17, 14)","(18, 14)",250
-1.14013706559023,"(3, 4)","(18, 14)","(18, 13)",250
-1.7364292093424882,"(3, 2)","(6, 1)","(5, 1)",251
-3.986700549830444,"(1, 4)","(5, 1)","(5, 0)",251
-40.0,"(2, 4)","(5, 0)","(5, 0)",251
-5.2092876280274645,"(1, 3)","(5, 0)","(5, 1)",251
-1.9142436707197987,"(3, 1)","(5, 1)","(6, 1)",251
-1.0,"(0, 3)","(6, 1)","(6, 1)",251
-1.0,"(0, 3)","(6, 1)","(6, 1)",251
-1.7364292093424882,"(3, 2)","(6, 1)","(5, 1)",251
-3.986700549830444,"(1, 4)","(5, 1)","(5, 0)",251
-1.9676656638606969,"(2, 1)","(5, 0)","(6, 0)",251
-40.0,"(2, 4)","(6, 0)","(6, 0)",251
-4.901852192501176,"(1, 1)","(6, 0)","(7, 0)",251
-1.3117771092404646,"(3, 2)","(7, 0)","(6, 0)",251
-60.0,"(3, 4)","(6, 0)","(6, 0)",251
-20.0,"(1, 4)","(6, 0)","(6, 0)",251
-2.871365506079698,"(2, 3)","(6, 0)","(6, 1)",251
-3.9353313277213937,"(1, 4)","(6, 1)","(6, 0)",251
-1.0,"(0, 2)","(6, 0)","(6, 0)",251
-1.6339507308337253,"(3, 1)","(6, 0)","(7, 0)",251
-40.0,"(2, 4)","(7, 0)","(7, 0)",251
-1.2486322489898782,"(2, 1)","(18, 4)","(19, 4)",252
-2.2158453985912283,"(2, 2)","(19, 4)","(18, 4)",252
-1.0,"(0, 4)","(18, 4)","(18, 4)",252
-6.426158676087904,"(1, 2)","(18, 4)","(17, 4)",252
-2.4893975436517817,"(2, 2)","(17, 4)","(16, 4)",252
-4.983167971401712,"(1, 3)","(16, 4)","(16, 5)",252
-2.479267478446075,"(2, 3)","(16, 5)","(16, 6)",252
-1.6610559904672373,"(3, 4)","(16, 6)","(16, 5)",252
-4.978795087303563,"(1, 4)","(16, 5)","(16, 4)",252
-1.0,"(0, 1)","(16, 4)","(16, 4)",252
-2.22003795623604,"(2, 4)","(16, 4)","(16, 3)",252
-4.978795087303563,"(1, 3)","(16, 3)","(16, 4)",252
-1.0,"(0, 4)","(16, 4)","(16, 4)",252
-3.24090383814024,"(1, 2)","(16, 4)","(15, 4)",252
-1.0,"(0, 1)","(15, 4)","(15, 4)",252
-2.633677153650255,"(2, 4)","(15, 4)","(15, 3)",252
-4.44007591247208,"(1, 1)","(15, 3)","(16, 3)",252
-2.03957652927695,"(3, 4)","(16, 3)","(16, 2)",252
-4.44007591247208,"(1, 3)","(16, 2)","(16, 3)",252
-1.0,"(0, 3)","(16, 3)","(16, 3)",252
-2.188074594274011,"(3, 3)","(13, 17)","(13, 18)",253
-1.0,"(0, 3)","(13, 18)","(13, 18)",253
-3.571040308363054,"(1, 3)","(13, 18)","(13, 19)",253
-5.018859477411863,"(1, 1)","(13, 19)","(14, 19)",253
-2.0885279636970653,"(2, 4)","(14, 19)","(14, 18)",253
-2.188074594274011,"(3, 2)","(14, 18)","(13, 18)",253
-1.3923519757980436,"(3, 1)","(13, 18)","(14, 18)",253
-4.675257449957466,"(1, 4)","(14, 18)","(14, 17)",253
-4.821007763454426,"(1, 2)","(14, 17)","(13, 17)",253
-6.564223782822033,"(1, 3)","(13, 17)","(13, 18)",253
-1.785520154181527,"(2, 3)","(13, 18)","(13, 19)",253
-1.0,"(0, 2)","(13, 19)","(13, 19)",253
-5.018859477411863,"(1, 1)","(13, 19)","(14, 19)",253
-1.785520154181527,"(2, 2)","(14, 19)","(13, 19)",253
-40.0,"(2, 3)","(13, 19)","(13, 19)",253
-40.0,"(2, 3)","(13, 19)","(13, 19)",253
-2.5094297387059314,"(2, 1)","(13, 19)","(14, 19)",253
-2.0885279636970653,"(2, 4)","(14, 19)","(14, 18)",253
-1.0,"(0, 4)","(14, 18)","(14, 18)",253
-5.2181047478971285,"(1, 1)","(14, 18)","(15, 18)",253
-3.176844284296756,"(1, 4)","(15, 18)","(15, 17)",253
-1.0,"(0, 4)","(15, 17)","(15, 17)",253
-6.046155837025887,"(1, 1)","(15, 17)","(16, 17)",253
-1.0,"(0, 1)","(16, 17)","(16, 17)",253
-1.588422142148378,"(2, 2)","(16, 17)","(15, 17)",253
-1.558419149985822,"(3, 2)","(15, 17)","(14, 17)",253
-1.906890154886165,"(2, 4)","(14, 17)","(14, 16)",253
-4.922542655382382,"(1, 4)","(14, 16)","(14, 15)",253
-1.0,"(0, 2)","(14, 15)","(14, 15)",253
-1.0,"(0, 1)","(14, 15)","(14, 15)",253
-4.824219894314547,"(1, 2)","(14, 15)","(13, 15)",253
-1.0,"(0, 4)","(13, 15)","(13, 15)",253
-4.397216008868241,"(1, 3)","(13, 15)","(13, 16)",253
-1.0,"(0, 3)","(13, 16)","(13, 16)",253
-1.607002587818142,"(3, 3)","(13, 16)","(13, 17)",253
-2.1986080044341203,"(2, 4)","(13, 17)","(13, 16)",253
-4.821007763454426,"(1, 3)","(13, 16)","(13, 17)",253
-1.0,"(0, 3)","(13, 17)","(13, 17)",253
-1.558419149985822,"(3, 1)","(13, 17)","(14, 17)",253
-1.0,"(0, 4)","(14, 17)","(14, 17)",253
-2.410503881727213,"(2, 2)","(14, 17)","(13, 17)",253
-4.742227902205313,"(1, 2)","(13, 17)","(12, 17)",253
-1.5512509062839757,"(3, 3)","(12, 17)","(12, 18)",253
-2.188074594274011,"(3, 1)","(12, 18)","(13, 18)",253
-1.0,"(0, 3)","(13, 18)","(13, 18)",253
-1.5512509062839757,"(3, 2)","(13, 18)","(12, 18)",253
-2.349437476375185,"(2, 3)","(12, 18)","(12, 19)",253
-2.3356082222629757,"(2, 2)","(12, 19)","(11, 19)",253
-1.0,"(0, 2)","(11, 19)","(11, 19)",253
-1.7820832157805755,"(3, 2)","(11, 19)","(10, 19)",253
-60.0,"(3, 3)","(10, 19)","(10, 19)",253
-1.0,"(0, 1)","(10, 19)","(10, 19)",253
-1.452728647730993,"(3, 2)","(10, 19)","(9, 19)",253
-1.0,"(0, 3)","(9, 19)","(9, 19)",253
-40.0,"(2, 3)","(9, 19)","(9, 19)",253
-20.0,"(1, 3)","(9, 19)","(9, 19)",253
-40.0,"(2, 3)","(9, 19)","(9, 19)",253
-1.7610611803873535,"(3, 2)","(9, 19)","(8, 19)",253
-3.085606114785725,"(2, 2)","(8, 19)","(7, 19)",253
-20.0,"(1, 3)","(7, 19)","(7, 19)",253
-2.64159177058103,"(2, 1)","(7, 19)","(8, 19)",253
-1.0,"(0, 1)","(8, 19)","(8, 19)",253
-60.0,"(3, 3)","(8, 19)","(8, 19)",253
-1.0,"(0, 2)","(8, 19)","(8, 19)",253
-3.085606114785725,"(2, 2)","(8, 19)","(7, 19)",253
-1.0,"(0, 4)","(7, 19)","(7, 19)",253
-1.0,"(0, 3)","(7, 19)","(7, 19)",253
-5.28318354116206,"(1, 1)","(7, 19)","(8, 19)",253
-1.0,"(0, 4)","(8, 19)","(8, 19)",253
-1.0,"(0, 4)","(8, 19)","(8, 19)",253
-40.0,"(2, 3)","(8, 19)","(8, 19)",253
-60.0,"(3, 3)","(8, 19)","(8, 19)",253
-1.0,"(0, 2)","(8, 19)","(8, 19)",253
-6.17121222957145,"(1, 2)","(8, 19)","(7, 19)",253
-20.0,"(1, 3)","(7, 19)","(7, 19)",253
-60.0,"(3, 3)","(7, 19)","(7, 19)",253
-1.7610611803873535,"(3, 1)","(7, 19)","(8, 19)",253
-1.0,"(0, 3)","(8, 19)","(8, 19)",253
-1.0,"(0, 1)","(8, 19)","(8, 19)",253
-1.4121657746470264,"(3, 4)","(8, 19)","(8, 18)",253
-1.1572179296853753,"(3, 4)","(8, 18)","(8, 17)",253
-2.2372077743088976,"(2, 4)","(8, 17)","(8, 16)",253
-2.2035020073409344,"(2, 1)","(8, 16)","(9, 16)",253
-1.0969803631577726,"(3, 4)","(9, 16)","(9, 15)",253
-2.950859400606538,"(1, 2)","(9, 15)","(8, 15)",253
-1.553527541692075,"(3, 2)","(8, 15)","(7, 15)",253
-6.250633839132891,"(1, 4)","(7, 15)","(7, 14)",253
-4.660582625076225,"(1, 3)","(7, 14)","(7, 15)",253
-1.0,"(0, 4)","(7, 15)","(7, 15)",253
-1.0,"(0, 2)","(7, 15)","(7, 15)",253
-0.9836198002021793,"(3, 1)","(7, 15)","(8, 15)",253
-1.0,"(0, 2)","(8, 15)","(8, 15)",253
-2.3302913125381126,"(2, 2)","(8, 15)","(7, 15)",253
-3.024637579369811,"(2, 3)","(7, 15)","(7, 16)",253
-5.208737238866818,"(1, 3)","(7, 16)","(7, 17)",253
-1.6138173785555237,"(3, 3)","(7, 17)","(7, 18)",253
-1.0,"(0, 1)","(7, 18)","(7, 18)",253
-4.236497323941079,"(1, 1)","(7, 18)","(8, 18)",253
-2.4207260678332854,"(2, 2)","(8, 18)","(7, 18)",253
-1.4121657746470264,"(3, 1)","(7, 18)","(8, 18)",253
-20.0,"(1, 2)","(0, 9)","(0, 9)",254
-1.0,"(0, 4)","(0, 9)","(0, 9)",254
-1.962957093913513,"(2, 3)","(0, 9)","(0, 10)",254
-2.4106365816241486,"(2, 1)","(0, 10)","(1, 10)",254
-1.965141865832403,"(3, 4)","(1, 10)","(1, 9)",254
-2.4106365816241486,"(2, 3)","(1, 9)","(1, 10)",254
-6.3407176505535645,"(1, 1)","(1, 10)","(2, 10)",254
-1.0,"(0, 2)","(2, 10)","(2, 10)",254
-4.160750948692891,"(1, 3)","(2, 10)","(2, 11)",254
-1.8741380259592346,"(2, 1)","(2, 11)","(3, 11)",254
-1.0,"(0, 1)","(3, 11)","(3, 11)",254
-1.0,"(0, 1)","(3, 11)","(3, 11)",254
-1.0,"(0, 4)","(3, 11)","(3, 11)",254
-1.3869169828976302,"(3, 2)","(3, 11)","(2, 11)",254
-1.8741380259592346,"(2, 1)","(2, 11)","(3, 11)",254
-1.0,"(0, 2)","(3, 11)","(3, 11)",254
-1.0,"(0, 4)","(3, 11)","(3, 11)",254
-1.0,"(0, 4)","(3, 11)","(3, 11)",254
-2.2278016459517915,"(2, 1)","(3, 11)","(4, 11)",254
-1.0,"(0, 2)","(4, 11)","(4, 11)",254
-1.8782888602495025,"(3, 4)","(4, 11)","(4, 10)",254
-1.4852010973011944,"(3, 3)","(4, 10)","(4, 11)",254
-1.2494253506394897,"(3, 2)","(4, 11)","(3, 11)",254
-2.8322349948733043,"(2, 4)","(3, 11)","(3, 10)",254
-1.0,"(0, 2)","(3, 10)","(3, 10)",254
-5.634866580748508,"(1, 1)","(3, 10)","(4, 10)",254
-4.455603291903583,"(1, 3)","(4, 10)","(4, 11)",254
-5.634866580748508,"(1, 4)","(4, 11)","(4, 10)",254
-2.8322349948733043,"(2, 2)","(4, 10)","(3, 10)",254
-3.1703588252767823,"(2, 2)","(3, 10)","(2, 10)",254
-2.8322349948733043,"(2, 1)","(2, 10)","(3, 10)",254
-3.945896379004677,"(1, 4)","(3, 10)","(3, 9)",254
-2.024536320754148,"(3, 1)","(3, 9)","(4, 9)",254
-4.626051519495742,"(1, 4)","(4, 9)","(4, 8)",254
-3.733556050471434,"(1, 2)","(4, 8)","(3, 8)",254
-1.315298793001559,"(3, 3)","(3, 8)","(3, 9)",254
-1.0,"(0, 4)","(3, 9)","(3, 9)",254
-1.0,"(0, 1)","(3, 9)","(3, 9)",254
-6.073608962262444,"(1, 1)","(3, 9)","(4, 9)",254
-3.945896379004677,"(1, 2)","(4, 9)","(3, 9)",254
-1.0,"(0, 3)","(3, 9)","(3, 9)",254
-1.8881566632488695,"(3, 3)","(3, 9)","(3, 10)",254
-1.8741380259592346,"(2, 3)","(3, 10)","(3, 11)",254
-2.2278016459517915,"(2, 1)","(3, 11)","(4, 11)",254
-1.2494253506394897,"(3, 2)","(4, 11)","(3, 11)",254
-1.0,"(0, 4)","(3, 11)","(3, 11)",254
-1.3869169828976302,"(3, 2)","(3, 11)","(2, 11)",254
-1.0,"(0, 1)","(2, 11)","(2, 11)",254
-4.531545074683536,"(1, 3)","(2, 11)","(2, 12)",254
-6.430262613025607,"(1, 2)","(2, 12)","(1, 12)",254
-4.531545074683536,"(1, 1)","(1, 12)","(2, 12)",254
-1.0,"(0, 1)","(2, 12)","(2, 12)",254
-2.0803754743464453,"(2, 4)","(2, 12)","(2, 11)",254
-1.8774184277354786,"(2, 2)","(2, 11)","(1, 11)",254
-2.143420871008536,"(3, 3)","(1, 11)","(1, 12)",254
-1.0,"(0, 1)","(1, 12)","(1, 12)",254
-1.0,"(0, 2)","(1, 12)","(1, 12)",254
-1.0,"(0, 1)","(1, 12)","(1, 12)",254
-2.38083218325575,"(2, 3)","(1, 12)","(1, 13)",254
-1.9772885888180767,"(2, 1)","(1, 13)","(2, 13)",254
-2.0402159566962497,"(3, 3)","(2, 13)","(2, 14)",254
-1.0,"(0, 4)","(2, 14)","(2, 14)",254
-2.976194656878284,"(2, 1)","(2, 14)","(3, 14)",254
-2.0402159566962497,"(3, 2)","(3, 14)","(2, 14)",254
-1.3181923925453845,"(3, 4)","(2, 14)","(2, 13)",254
-1.0,"(0, 3)","(2, 13)","(2, 13)",254
-3.0603239350443747,"(2, 3)","(2, 13)","(2, 14)",254
-1.1853042043117799,"(3, 2)","(2, 14)","(1, 14)",254
-5.16492639562823,"(1, 2)","(1, 14)","(0, 14)",254
-1.0,"(0, 2)","(0, 14)","(0, 14)",254
-4.800223574935237,"(1, 4)","(0, 14)","(0, 13)",254
-1.0,"(0, 1)","(0, 13)","(0, 13)",254
-1.7216421318760766,"(3, 3)","(0, 13)","(0, 14)",254
-1.0,"(0, 4)","(0, 14)","(0, 14)",254
-4.800223574935237,"(1, 4)","(0, 14)","(0, 13)",254
-1.0,"(0, 4)","(0, 13)","(0, 13)",254
-1.5217690768562786,"(3, 4)","(0, 13)","(0, 12)",254
-1.0,"(0, 4)","(0, 12)","(0, 12)",254
-40.0,"(2, 2)","(0, 12)","(0, 12)",254
-60.0,"(3, 2)","(0, 12)","(0, 12)",254
-1.6000745249784123,"(3, 3)","(0, 12)","(0, 13)",254
-1.0,"(0, 4)","(0, 13)","(0, 13)",254
-40.0,"(2, 2)","(0, 13)","(0, 13)",254
-2.582463197814115,"(2, 3)","(0, 13)","(0, 14)",254
-1.0,"(0, 4)","(0, 14)","(0, 14)",254
-1.7779563064676698,"(2, 1)","(0, 14)","(1, 14)",254
-4.7616643665115,"(1, 4)","(1, 14)","(1, 13)",254
-3.2151313065128035,"(2, 4)","(1, 13)","(1, 12)",254
-1.0,"(0, 1)","(1, 12)","(1, 12)",254
-1.5872214555038333,"(3, 3)","(1, 12)","(1, 13)",254
-3.5559126129353396,"(1, 3)","(1, 13)","(1, 14)",254
-1.5872214555038333,"(3, 4)","(1, 14)","(1, 13)",254
-2.143420871008536,"(3, 4)","(1, 13)","(1, 12)",254
-4.531545074683536,"(1, 1)","(1, 12)","(2, 12)",254
-1.9772885888180767,"(2, 3)","(2, 12)","(2, 13)",254
-1.5872214555038333,"(3, 2)","(2, 13)","(1, 13)",254
-6.430262613025607,"(1, 4)","(1, 13)","(1, 12)",254
-4.565307230568836,"(1, 2)","(1, 12)","(0, 12)",254
-1.6000745249784123,"(3, 3)","(0, 12)","(0, 13)",254
-1.5217690768562786,"(3, 4)","(0, 13)","(0, 12)",254
-1.5662548228718567,"(3, 2)","(5, 2)","(4, 2)",255
-2.2265315179211993,"(3, 1)","(4, 2)","(5, 2)",255
-1.0,"(0, 2)","(5, 2)","(5, 2)",255
-1.0,"(0, 4)","(5, 2)","(5, 2)",255
-1.0,"(0, 4)","(5, 2)","(5, 2)",255
-1.0,"(0, 2)","(5, 2)","(5, 2)",255
-5.3451269353879,"(1, 1)","(5, 2)","(6, 2)",255
-1.0,"(0, 3)","(6, 2)","(6, 2)",255
-1.0,"(0, 3)","(6, 2)","(6, 2)",255
-1.9665064440191795,"(3, 1)","(6, 2)","(7, 2)",255
-2.3070427795090693,"(2, 4)","(7, 2)","(7, 1)",255
-1.0,"(0, 1)","(7, 1)","(7, 1)",255
-3.9431732976415796,"(1, 1)","(7, 1)","(8, 1)",255
-1.0,"(0, 1)","(8, 1)","(8, 1)",255
-2.2256056068506544,"(2, 4)","(8, 1)","(8, 0)",255
-2.6545298895812612,"(2, 1)","(8, 0)","(9, 0)",255
-4.451211213701309,"(1, 2)","(9, 0)","(8, 0)",255
-5.3090597791625225,"(1, 1)","(8, 0)","(9, 0)",255
-60.0,"(3, 4)","(9, 0)","(9, 0)",255
-4.825313794411299,"(1, 1)","(9, 0)","(10, 0)",255
-1.9712295430252662,"(2, 3)","(10, 0)","(10, 1)",255
-3.0463402468215994,"(2, 2)","(10, 1)","(9, 1)",255
-1.8961888668070144,"(3, 3)","(9, 1)","(9, 2)",255
-1.0,"(0, 2)","(9, 2)","(9, 2)",255
-1.3207339267584224,"(3, 2)","(9, 2)","(8, 2)",255
-1.0,"(0, 2)","(8, 2)","(8, 2)",255
-5.135048222862495,"(1, 3)","(8, 2)","(8, 3)",255
-1.2769276292067766,"(3, 1)","(8, 3)","(9, 3)",255
-2.3245915939785244,"(2, 3)","(9, 3)","(9, 4)",255
-4.419535446646972,"(1, 1)","(9, 4)","(10, 4)",255
-3.421386707473016,"(1, 3)","(10, 4)","(10, 5)",255
-1.6848644635618966,"(3, 3)","(10, 5)","(10, 6)",255
-3.115985724801286,"(2, 2)","(10, 6)","(9, 6)",255
-2.5971628823186816,"(2, 3)","(9, 6)","(9, 7)",255
-1.2597245391528336,"(3, 1)","(9, 7)","(10, 7)",255
-1.0,"(0, 1)","(10, 7)","(10, 7)",255
-2.907532226972986,"(2, 1)","(10, 7)","(11, 7)",255
-1.7748623843437752,"(2, 4)","(11, 7)","(11, 6)",255
-5.815064453945972,"(1, 3)","(11, 6)","(11, 7)",255
-1.0,"(0, 3)","(11, 7)","(11, 7)",255
-4.651779011783088,"(1, 1)","(11, 7)","(12, 7)",255
-1.0,"(0, 3)","(12, 7)","(12, 7)",255
-1.9383548179819907,"(3, 2)","(12, 7)","(11, 7)",255
-1.0,"(0, 3)","(11, 7)","(11, 7)",255
-3.5497247686875504,"(1, 4)","(11, 7)","(11, 6)",255
-6.731487368909437,"(1, 1)","(11, 6)","(12, 6)",255
-2.325889505891544,"(2, 3)","(12, 6)","(12, 7)",255
-1.0,"(0, 3)","(12, 7)","(12, 7)",255
-1.0,"(0, 2)","(12, 7)","(12, 7)",255
-3.3657436844547184,"(2, 4)","(12, 7)","(12, 6)",255
-5.298169316673785,"(1, 1)","(12, 6)","(13, 6)",255
-6.731487368909437,"(1, 2)","(13, 6)","(12, 6)",255
-5.298169316673785,"(1, 1)","(12, 6)","(13, 6)",255
-5.139774870427275,"(1, 3)","(13, 6)","(13, 7)",255
-5.298169316673785,"(1, 4)","(13, 7)","(13, 6)",255
-2.2981005128399605,"(3, 1)","(13, 6)","(14, 6)",255
-5.298169316673785,"(1, 2)","(14, 6)","(13, 6)",255
-5.975302867210651,"(1, 4)","(13, 6)","(13, 5)",255
-1.7660564388912616,"(3, 3)","(13, 5)","(13, 6)",255
-3.447150769259941,"(2, 1)","(13, 6)","(14, 6)",255
-5.298169316673785,"(1, 2)","(14, 6)","(13, 6)",255
-2.2438291229698124,"(3, 2)","(13, 6)","(12, 6)",255
-4.651779011783088,"(1, 3)","(12, 6)","(12, 7)",255
-2.5698874352136376,"(2, 1)","(12, 7)","(13, 7)",255
-1.0,"(0, 1)","(13, 7)","(13, 7)",255
-1.0,"(0, 3)","(13, 7)","(13, 7)",255
